datetime,symbol,open,high,low,close,volume
2005-06-14 02:00:00,SET:ETRON,625.91998,626.13,621.95001,626.0,0.0
2005-06-15 02:00:00,SET:ETRON,626.04999,633.42999,626.04999,630.84998,0.0
2005-06-16 02:00:00,SET:ETRON,630.78998,630.78998,610.85999,614.45001,0.0
2005-06-17 02:00:00,SET:ETRON,614.54999,625.28003,612.51001,625.28003,0.0
2005-06-20 02:00:00,SET:ETRON,621.12,622.04999,604.08002,604.08002,0.0
2005-06-21 02:00:00,SET:ETRON,604.46997,653.95001,601.14001,635.76001,0.0
2005-06-22 02:00:00,SET:ETRON,635.76001,642.03003,621.15997,622.47998,0.0
2005-06-23 02:00:00,SET:ETRON,624.75,636.64001,623.31,633.21002,0.0
2005-06-24 02:00:00,SET:ETRON,632.35999,641.03003,628.94,628.94,0.0
2005-06-27 02:00:00,SET:ETRON,627.51001,629.96997,625.47998,625.47998,0.0
2005-06-28 02:00:00,SET:ETRON,626.71997,642.95001,626.71997,642.95001,0.0
2005-06-29 02:00:00,SET:ETRON,655.83002,668.83002,651.53998,661.09998,0.0
2005-06-30 02:00:00,SET:ETRON,661.20001,666.20001,646.39001,647.69,0.0
2005-07-04 02:00:00,SET:ETRON,647.69,647.69,634.94,643.37,0.0
2005-07-05 02:00:00,SET:ETRON,644.22998,656.42999,642.96002,649.53998,0.0
2005-07-06 02:00:00,SET:ETRON,650.48999,656.57001,643.54999,648.78998,0.0
2005-07-07 02:00:00,SET:ETRON,648.46997,654.81,643.22998,645.65997,0.0
2005-07-08 02:00:00,SET:ETRON,645.65997,657.84003,645.65997,657.84003,0.0
2005-07-11 02:00:00,SET:ETRON,661.72998,664.65002,655.29999,657.69,0.0
2005-07-12 02:00:00,SET:ETRON,659.79999,661.92999,647.25,648.10999,0.0
2005-07-13 02:00:00,SET:ETRON,648.16998,654.65997,648.16998,651.77002,0.0
2005-07-14 02:00:00,SET:ETRON,655.08002,656.25,646.01001,651.02002,0.0
2005-07-15 02:00:00,SET:ETRON,652.65002,659.88,652.04999,653.59998,0.0
2005-07-18 02:00:00,SET:ETRON,652.89001,657.51001,651.02002,654.59998,0.0
2005-07-19 02:00:00,SET:ETRON,654.59998,672.84998,653.44,666.90997,0.0
2005-07-20 02:00:00,SET:ETRON,676.04999,687.44,675.70001,684.94,0.0
2005-07-21 02:00:00,SET:ETRON,686.38,690.15997,676.59003,680.09998,0.0
2005-07-25 02:00:00,SET:ETRON,668.79999,681.96002,667.78003,678.33002,0.0
2005-07-26 02:00:00,SET:ETRON,679.45001,686.28003,679.19,686.28003,0.0
2005-07-27 02:00:00,SET:ETRON,688.40997,700.20001,688.40997,693.59998,0.0
2005-07-28 02:00:00,SET:ETRON,693.59998,706.83002,693.20001,694.67999,0.0
2005-07-29 02:00:00,SET:ETRON,697.75,702.56,685.23999,687.40002,0.0
2005-08-01 02:00:00,SET:ETRON,686.47998,688.54999,679.47998,687.04999,0.0
2005-08-02 02:00:00,SET:ETRON,687.10999,689.75,677.77002,680.21997,0.0
2005-08-03 02:00:00,SET:ETRON,680.60999,684.34003,675.53998,675.67999,0.0
2005-08-04 02:00:00,SET:ETRON,675.90002,680.12,668.58002,670.77002,0.0
2005-08-05 02:00:00,SET:ETRON,673.5,677.70001,669.09998,676.94,0.0
2005-08-08 02:00:00,SET:ETRON,678.65002,680.63,670.57001,670.57001,0.0
2005-08-09 02:00:00,SET:ETRON,672.88,672.88,638.79999,638.91998,0.0
2005-08-10 02:00:00,SET:ETRON,642.0,658.38,640.35999,656.15002,0.0
2005-08-11 02:00:00,SET:ETRON,658.37,663.79999,652.87,660.97998,0.0
2005-08-15 02:00:00,SET:ETRON,660.97998,660.97998,645.81,645.81,0.0
2005-08-16 02:00:00,SET:ETRON,645.81,652.92999,640.44,645.51001,0.0
2005-08-17 02:00:00,SET:ETRON,642.20001,645.65002,639.73999,643.19,0.0
2005-08-18 02:00:00,SET:ETRON,649.21997,661.71997,642.60999,655.81,0.0
2005-08-19 02:00:00,SET:ETRON,668.56,672.51001,654.71997,672.51001,0.0
2005-08-22 02:00:00,SET:ETRON,672.51001,679.13,668.83002,679.13,0.0
2005-08-23 02:00:00,SET:ETRON,681.34003,686.73999,674.53998,676.22998,0.0
2005-08-24 02:00:00,SET:ETRON,677.03998,679.39001,673.85999,674.23999,0.0
2005-08-25 02:00:00,SET:ETRON,674.23999,676.67999,653.78003,653.90002,0.0
2005-08-26 02:00:00,SET:ETRON,657.06,669.39001,654.58002,658.65002,0.0
