datetime,symbol,open,high,low,close,volume
2013-12-27 02:00:00,SET:PF_REIT,157.0,157.0,157.0,157.0,0.0
2014-01-02 02:00:00,SET:PF_REIT,156.7,156.8,153.56,153.69,0.0
2014-01-03 02:00:00,SET:PF_REIT,153.67999,153.67999,152.66,153.32001,0.0
2014-01-06 02:00:00,SET:PF_REIT,152.52,152.78999,151.67,152.11,0.0
2014-01-07 02:00:00,SET:PF_REIT,152.28999,152.82001,151.97,152.82001,0.0
2014-01-08 02:00:00,SET:PF_REIT,152.82001,152.96001,152.27,152.39999,0.0
2014-01-09 02:00:00,SET:PF_REIT,152.64,152.67999,152.11,152.11,0.0
2014-01-10 02:00:00,SET:PF_REIT,152.2,152.33,151.5,151.63,0.0
2014-01-13 02:00:00,SET:PF_REIT,151.85001,152.25,151.42,152.14,0.0
2014-01-14 02:00:00,SET:PF_REIT,152.14,152.67999,151.83,152.63,0.0
2014-01-15 02:00:00,SET:PF_REIT,152.91,153.21001,152.78,153.21001,0.0
2014-01-16 02:00:00,SET:PF_REIT,153.12,153.48,153.0,153.28999,0.0
2014-01-17 02:00:00,SET:PF_REIT,153.42,153.85001,153.24001,153.59,0.0
2014-01-20 02:00:00,SET:PF_REIT,153.78999,153.92999,153.47,153.78999,0.0
2014-01-21 02:00:00,SET:PF_REIT,153.83,153.96001,153.55,153.92999,0.0
2014-01-22 02:00:00,SET:PF_REIT,153.75,153.86,153.33,153.8,0.0
2014-01-23 02:00:00,SET:PF_REIT,153.66,154.53999,153.66,154.53999,0.0
2014-01-24 02:00:00,SET:PF_REIT,154.67999,154.7,154.03,154.59,0.0
2014-01-27 02:00:00,SET:PF_REIT,154.64999,154.67,154.02,154.21001,0.0
2014-01-28 02:00:00,SET:PF_REIT,154.07001,154.16,153.32001,153.95,0.0
2014-01-29 02:00:00,SET:PF_REIT,153.96001,154.08,153.72,154.00999,0.0
2014-01-30 02:00:00,SET:PF_REIT,153.98,153.98,153.31,153.67,0.0
2014-01-31 02:00:00,SET:PF_REIT,153.64,154.27,153.62,154.27,0.0
2014-02-03 02:00:00,SET:PF_REIT,153.89,154.34,153.64999,154.34,0.0
2014-02-04 02:00:00,SET:PF_REIT,154.37,154.37,153.62,154.16,0.0
2014-02-05 02:00:00,SET:PF_REIT,153.85001,154.21001,153.67,154.02,0.0
2014-02-06 02:00:00,SET:PF_REIT,154.00999,154.28999,153.92,154.17,0.0
2014-02-07 02:00:00,SET:PF_REIT,154.28999,154.50999,154.21001,154.42999,0.0
2014-02-10 02:00:00,SET:PF_REIT,154.48,154.67,153.94,154.67,0.0
2014-02-11 02:00:00,SET:PF_REIT,154.7,154.7,154.13,154.53999,0.0
2014-02-12 02:00:00,SET:PF_REIT,154.39999,154.74001,154.06,154.49001,0.0
2014-02-13 02:00:00,SET:PF_REIT,154.38,155.61,154.38,155.55,0.0
2014-02-17 02:00:00,SET:PF_REIT,155.73,155.73,155.3,155.41,0.0
2014-02-18 02:00:00,SET:PF_REIT,155.41,155.86,155.41,155.72,0.0
2014-02-19 02:00:00,SET:PF_REIT,155.72,156.35001,155.56,155.62,0.0
2014-02-20 02:00:00,SET:PF_REIT,155.62,156.02,155.61,155.8,0.0
2014-02-21 02:00:00,SET:PF_REIT,155.78,156.14,153.97,153.97,0.0
2014-02-24 02:00:00,SET:PF_REIT,151.83,155.78999,151.82001,155.78999,0.0
2014-02-25 02:00:00,SET:PF_REIT,154.71001,155.11,153.78,155.11,0.0
2014-02-26 02:00:00,SET:PF_REIT,155.24001,155.25999,154.75999,155.02,0.0
2014-02-27 02:00:00,SET:PF_REIT,155.02,155.55,154.89999,155.36,0.0
2014-02-28 02:00:00,SET:PF_REIT,155.06,155.58,154.95,155.35001,0.0
2014-03-03 02:00:00,SET:PF_REIT,155.38,155.64,155.16,155.22,0.0
2014-03-04 02:00:00,SET:PF_REIT,155.34,155.63,155.21001,155.56,0.0
2014-03-05 02:00:00,SET:PF_REIT,155.92999,155.98,155.14999,155.8,0.0
2014-03-06 02:00:00,SET:PF_REIT,155.81,155.89,155.55,155.84,0.0
2014-03-07 02:00:00,SET:PF_REIT,155.71001,156.00999,155.14,155.14,0.0
2014-03-10 02:00:00,SET:PF_REIT,155.11,155.21001,154.83,155.09,0.0
2014-03-11 02:00:00,SET:PF_REIT,155.08,155.81,155.03999,155.55,0.0
2014-03-12 02:00:00,SET:PF_REIT,155.38,155.73,155.28,155.66,0.0
2014-03-13 02:00:00,SET:PF_REIT,155.72,155.89,155.56,155.84,0.0
2014-03-14 02:00:00,SET:PF_REIT,155.78999,156.48,155.74001,156.47,0.0
2014-03-17 02:00:00,SET:PF_REIT,156.48,156.50999,155.89,156.12,0.0
2014-03-18 02:00:00,SET:PF_REIT,156.03999,156.3,155.86,155.86,0.0
2014-03-19 02:00:00,SET:PF_REIT,155.83,156.24001,155.7,155.92999,0.0
2014-03-20 02:00:00,SET:PF_REIT,155.82001,155.96001,155.39999,155.66,0.0
2014-03-21 02:00:00,SET:PF_REIT,155.63,155.78999,155.22,155.39999,0.0
2014-03-24 02:00:00,SET:PF_REIT,155.67999,155.67999,155.03,155.32001,0.0
2014-03-25 02:00:00,SET:PF_REIT,155.06,155.12,154.61,154.61,0.0
2014-03-26 02:00:00,SET:PF_REIT,154.61,155.08,154.61,154.89999,0.0
2014-03-27 02:00:00,SET:PF_REIT,154.96001,155.13,154.69,154.88,0.0
2014-03-28 02:00:00,SET:PF_REIT,154.91,155.22,154.52,154.89999,0.0
2014-03-31 02:00:00,SET:PF_REIT,154.99001,155.13,154.66,154.66,0.0
2014-04-01 02:00:00,SET:PF_REIT,154.82001,154.91,154.71001,154.85001,0.0
2014-04-02 02:00:00,SET:PF_REIT,154.82001,154.97,154.57001,154.85001,0.0
2014-04-03 02:00:00,SET:PF_REIT,154.75999,154.94,154.53,154.64999,0.0
2014-04-04 02:00:00,SET:PF_REIT,154.77,154.77,154.25999,154.56,0.0
2014-04-08 02:00:00,SET:PF_REIT,154.53999,154.99001,154.53999,154.69,0.0
2014-04-09 02:00:00,SET:PF_REIT,154.55,155.0,154.52,154.84,0.0
2014-04-10 02:00:00,SET:PF_REIT,155.06,155.11,154.69,154.77,0.0
2014-04-11 02:00:00,SET:PF_REIT,154.38,154.58,154.05,154.39999,0.0
2014-04-16 02:00:00,SET:PF_REIT,154.78,155.14,154.60001,155.14,0.0
2014-04-17 02:00:00,SET:PF_REIT,155.12,155.25999,154.84,155.25999,0.0
2014-04-18 02:00:00,SET:PF_REIT,155.21001,155.84,155.21001,155.3,0.0
2014-04-21 02:00:00,SET:PF_REIT,155.50999,155.67,155.34,155.41,0.0
