datetime,symbol,open,high,low,close,volume
2005-06-10 09:00:00,SET:HELTH,445.45999,447.37,442.76001,447.23001,0.0
2005-06-13 09:00:00,SET:HELTH,447.23001,447.81,446.42999,446.94,0.0
2005-06-14 09:00:00,SET:HELTH,446.94,448.22,445.98001,448.22,0.0
2005-06-15 09:00:00,SET:HELTH,447.48999,453.06,447.48999,451.45999,0.0
2005-06-16 09:00:00,SET:HELTH,451.45999,451.45999,446.89999,447.87,0.0
2005-06-17 09:00:00,SET:HELTH,450.06,450.06,447.17999,447.37,0.0
2005-06-20 09:00:00,SET:HELTH,447.37,449.79999,446.19,448.45001,0.0
2005-06-21 09:00:00,SET:HELTH,448.45001,451.03,447.32001,448.66,0.0
2005-06-22 09:00:00,SET:HELTH,448.66,449.57999,447.69,447.69,0.0
2005-06-23 09:00:00,SET:HELTH,446.51999,447.54001,443.03,446.32999,0.0
2005-06-24 09:00:00,SET:HELTH,445.60001,445.70999,443.82001,445.10999,0.0
2005-06-27 09:00:00,SET:HELTH,445.29999,445.29999,442.95999,443.91,0.0
2005-06-28 09:00:00,SET:HELTH,443.91,445.0,443.63,443.63,0.0
2005-06-29 09:00:00,SET:HELTH,444.79001,445.51999,443.16,445.23999,0.0
2005-06-30 09:00:00,SET:HELTH,445.23999,445.23999,440.57001,442.51001,0.0
2005-07-04 09:00:00,SET:HELTH,442.51001,442.51001,435.26999,436.85001,0.0
2005-07-05 09:00:00,SET:HELTH,436.85001,436.85001,432.07999,432.07999,0.0
2005-07-06 09:00:00,SET:HELTH,432.07999,435.73001,431.88,432.26001,0.0
2005-07-07 09:00:00,SET:HELTH,432.26001,432.26001,417.70999,418.26001,0.0
2005-07-08 09:00:00,SET:HELTH,418.26001,427.03,417.37,427.03,0.0
2005-07-11 09:00:00,SET:HELTH,427.98001,427.98001,421.20001,425.42001,0.0
2005-07-12 09:00:00,SET:HELTH,425.42001,427.14999,423.57999,427.14999,0.0
2005-07-13 09:00:00,SET:HELTH,427.14999,429.54001,424.53,429.54001,0.0
2005-07-14 09:00:00,SET:HELTH,430.26001,430.82001,427.62,430.10001,0.0
2005-07-15 09:00:00,SET:HELTH,430.82999,431.07999,426.29001,427.51999,0.0
2005-07-18 09:00:00,SET:HELTH,427.51999,429.51001,427.51999,428.56,0.0
2005-07-19 09:00:00,SET:HELTH,428.56,429.94,426.20999,429.94,0.0
2005-07-20 09:00:00,SET:HELTH,429.78,429.94,426.85001,427.53,0.0
2005-07-21 09:00:00,SET:HELTH,429.85999,429.94,426.29001,426.85999,0.0
2005-07-25 09:00:00,SET:HELTH,426.85999,428.22,426.85999,426.98001,0.0
2005-07-26 09:00:00,SET:HELTH,426.98001,427.89999,426.62,427.89999,0.0
2005-07-27 09:00:00,SET:HELTH,427.89999,429.22,425.57001,429.22,0.0
2005-07-28 09:00:00,SET:HELTH,429.22,430.14001,427.47,428.07001,0.0
2005-07-29 09:00:00,SET:HELTH,428.07001,431.14999,427.42999,431.14999,0.0
2005-08-01 09:00:00,SET:HELTH,431.34,433.38,431.14999,432.60001,0.0
2005-08-02 09:00:00,SET:HELTH,432.79001,432.79001,420.84,420.89999,0.0
2005-08-03 09:00:00,SET:HELTH,421.09,421.09,418.72,419.47,0.0
2005-08-04 09:00:00,SET:HELTH,418.73999,422.76001,418.73999,422.28,0.0
2005-08-05 09:00:00,SET:HELTH,422.28,426.66,420.20001,425.98001,0.0
2005-08-08 09:00:00,SET:HELTH,425.98001,432.81,424.81,429.87,0.0
2005-08-09 09:00:00,SET:HELTH,429.87,431.94,428.14999,429.26999,0.0
2005-08-10 09:00:00,SET:HELTH,429.26999,434.20001,429.04001,433.70999,0.0
2005-08-11 09:00:00,SET:HELTH,438.23001,462.23001,436.07001,458.41,0.0
2005-08-15 09:00:00,SET:HELTH,458.41,459.85999,445.32001,447.01001,0.0
2005-08-16 09:00:00,SET:HELTH,447.01001,453.35999,445.10001,450.38,0.0
2005-08-17 09:00:00,SET:HELTH,446.14999,450.57001,444.98001,446.95999,0.0
2005-08-18 09:00:00,SET:HELTH,445.72,449.51999,440.66,443.17001,0.0
2005-08-19 09:00:00,SET:HELTH,437.54001,443.59,435.41,437.73999,0.0
2005-08-22 09:00:00,SET:HELTH,437.73999,438.45001,431.44,433.54999,0.0
2005-08-23 09:00:00,SET:HELTH,434.95001,437.22,432.39001,437.22,0.0
2005-08-24 09:00:00,SET:HELTH,438.32001,438.37,433.39999,435.91,0.0
2005-08-25 09:00:00,SET:HELTH,435.23001,440.35999,434.89999,440.01999,0.0
2005-08-26 09:00:00,SET:HELTH,440.13,443.26001,437.95001,443.17001,0.0
2005-08-29 09:00:00,SET:HELTH,443.35001,444.85001,439.23999,442.23001,0.0
2005-08-30 09:00:00,SET:HELTH,451.72,453.45999,443.82999,450.07001,0.0
2005-08-31 09:00:00,SET:HELTH,454.0,455.70999,451.53,453.17001,0.0
2005-09-01 09:00:00,SET:HELTH,449.67999,455.98001,448.51001,449.76999,0.0
2005-09-02 09:00:00,SET:HELTH,449.23999,450.10999,447.98001,449.07001,0.0
2005-09-05 09:00:00,SET:HELTH,449.07001,450.28,446.92001,447.84,0.0
2005-09-06 09:00:00,SET:HELTH,447.84,447.84,442.98999,445.04999,0.0
2005-09-07 09:00:00,SET:HELTH,445.04999,455.14999,445.04999,455.14999,0.0
2005-09-08 09:00:00,SET:HELTH,455.14999,469.04999,455.14999,466.16,0.0
2005-09-09 09:00:00,SET:HELTH,468.34,469.31,467.60999,469.01001,0.0
2005-09-12 09:00:00,SET:HELTH,469.01001,469.01001,463.04999,464.91,0.0
2005-09-13 09:00:00,SET:HELTH,464.91,464.91,463.26001,464.84,0.0
2005-09-14 09:00:00,SET:HELTH,464.84,475.04001,464.84,471.25,0.0
2005-09-15 09:00:00,SET:HELTH,471.25,476.14001,470.51999,476.03,0.0
2005-09-16 09:00:00,SET:HELTH,476.03,482.73001,476.03,480.41,0.0
2005-09-19 09:00:00,SET:HELTH,482.01001,482.82001,479.07999,479.81,0.0
2005-09-20 09:00:00,SET:HELTH,480.75,483.16,478.67999,481.70999,0.0
2005-09-21 09:00:00,SET:HELTH,481.70999,510.39999,481.70999,499.87,0.0
2005-09-22 09:00:00,SET:HELTH,497.32001,502.25,497.32001,499.85001,0.0
2005-09-23 09:00:00,SET:HELTH,499.85001,512.63,499.41,502.39001,0.0
2005-09-26 09:00:00,SET:HELTH,506.03,515.34003,501.26999,510.76999,0.0
2005-09-27 09:00:00,SET:HELTH,513.76001,514.91998,508.14001,509.23001,0.0
